,feature,permutation_importance,single_feature_impact,mutual_information_importance,combined_importance,vif
0,new_cases_per_million,0.2910998328179685,0.9833682049869701,3.345334555053776,1.5399341976195717,inf
1,new_cases,0.27414910181442903,0.983368204985314,3.3493812271277137,1.5356328446424854,inf
2,total_cases_per_million,0.0011785973898722712,0.9991195389693266,3.4459457412754726,1.4820812925448905,inf
3,total_cases,0.002125360435701307,0.9991116606773608,3.441111310647855,1.4807827772536388,inf
4,total_deaths,0.0029159799530804166,0.9990710861953318,3.3995770578197178,1.46718804132271,inf
5,total_deaths_per_million,0.000924239421977302,0.9990608503778625,3.3966112916047955,1.4655321271348785,inf
6,people_vaccinated_per_hundred,0.0024221700354132734,0.9283985138493723,2.8200107150099125,1.2502771329648994,inf
7,people_vaccinated,0.0013761174556666145,0.9284001420670555,2.812973569650643,1.2475832763911217,inf
8,total_tests,0.0029514714306567934,0.9991087031746161,2.5944203524328855,1.1988268423460529,144.65525702579185
9,stringency_index,0.278367623596892,0.6790216168775918,1.8880692088710407,0.9484861497818414,4.122931710199008
10,tests_per_case,0.0356928206038406,0.9004943600220446,1.74639418241676,0.8941937876808818,1.9476838800591514
11,new_people_vaccinated,0.014022537181581196,0.8258349459722099,1.2449752343724811,0.694944239175424,2.77490805740882
12,new_tests,0.020579620509243824,0.9088072076140564,1.1297485400089737,0.6863784560440913,4.204121902201996
