,feature,permutation_importance,single_feature_impact,mutual_information_importance,combined_importance,vif
0,new_cases_per_million,0.3304564494641168,0.9833682049869701,3.340859400052734,1.5515613515012738,inf
1,new_cases,0.25317252828363646,0.983368204985314,3.35384228240725,1.5301276718920667,inf
2,total_cases,0.004234507659840192,0.9991116606773608,3.444687482677364,1.4826778836715215,inf
3,total_cases_per_million,0.002152896551917549,0.9991195389693266,3.439080281904774,1.4801175724753393,inf
4,total_deaths_per_million,0.004924823918542165,0.9990608503778625,3.404663497589516,1.4695497239619737,inf
5,total_deaths,0.0018116741505109558,0.9990710861953318,3.4014657043689107,1.4674494882382512,inf
6,people_vaccinated,0.002832786511021279,0.9284001420670555,2.8091347966018954,1.2467892417266573,87.66317786828088
7,stringency_index,0.2822594680605917,0.6790216168775918,1.9006373105793313,0.9539727985058383,4.121271184622439
8,tests_per_case,0.03753457034717911,0.9004943600220446,1.7508430203935816,0.8962906502542684,1.4817426145161672
9,new_people_vaccinated,0.013773744925807208,0.8258349459722099,1.2495101451529433,0.6963729453503201,2.708959756208183
10,new_tests,0.02179753901354493,0.9088072076140564,1.1351854208280279,0.6885967224852098,4.1559791144552145
