,feature,permutation_importance,single_feature_impact,mutual_information_importance,combined_importance,vif
0,new_cases,0.25901193502996733,0.983368204985314,3.340287098484327,1.527555746166536,inf
1,new_cases_per_million,0.26191542136277024,0.9833682049869701,3.335420481679688,1.5269013693431426,inf
2,total_cases_per_million,0.00021547141913211832,0.9991195389693266,3.4426385714944647,1.480657860627641,inf
3,total_cases,0.0005052845263300521,0.9991116606773608,3.4404549016803694,1.4800239489613534,inf
4,total_deaths,0.0005862726208357482,0.9990710861953318,3.40451043940241,1.468055932739526,inf
5,total_deaths_per_million,0.0010361735527605997,0.9990608503778625,3.4024810313420857,1.4675260184242365,inf
6,people_vaccinated,0.0003366759580661682,0.9284001420670555,2.813951132235271,1.2475626500867976,inf
7,people_vaccinated_per_hundred,0.0008124598702582864,0.9283985138493723,2.8121172852580045,1.2471094196592116,inf
8,total_tests,0.00035942010181424513,0.9991087031746161,2.6031416849835067,1.2008699360866457,inf
9,total_tests_per_thousand,0.0008847759462176974,0.9991030439545833,2.59953432334964,1.1998407144168137,inf
10,total_vaccinations,0.000986987534177941,0.9283245422081818,2.6567666353361696,1.1953593883595097,inf
11,total_vaccinations_per_hundred,0.00035673283573940396,0.9283248099883087,2.6540302048925444,1.1942372492388642,inf
12,people_fully_vaccinated_per_hundred,0.0002633825725441907,0.9255071005890791,2.6053592871229236,1.1770432567615157,inf
13,people_fully_vaccinated,0.000956232340384866,0.9255081463566278,2.5960118790145743,1.174158752570529,inf
14,positive_rate,0.009623054324504877,0.900384303327122,1.8160797194462286,0.9086956923659518,11.312178189403928
15,tests_per_case,0.012792764555727887,0.9004943600220446,1.7519308097463493,0.8884059781080406,1.6499738294328181
16,stringency_index,0.0761998406807417,0.6790216168775918,1.9062296091246838,0.8871503555610057,7.3077863959266
17,new_people_vaccinated_smoothed_per_hundred,0.001112875368692734,0.8196261129804138,1.6073216343918237,0.8093535409136434,inf
18,new_people_vaccinated_smoothed,0.0011649598955215668,0.8196261873686481,1.594175515667842,0.8049888876440039,inf
19,new_tests_smoothed_per_thousand,0.016231270063066416,0.9146320510642882,1.4035722957864571,0.7781452056379372,inf
20,new_vaccinations_smoothed,0.017738907143330863,0.7815686482127848,1.5229370323838167,0.7740815292466441,inf
21,new_vaccinations_smoothed_per_million,0.01776820254673126,0.7815686482067874,1.5225610465218269,0.7739659657584484,inf
22,new_tests_smoothed,0.010962327528958492,0.9146320510642882,1.3954286672214544,0.7736743486049004,inf
23,total_boosters,8.520991287186419e-05,0.2207255081541103,1.9048631251480876,0.7085579477383566,inf
24,total_boosters_per_hundred,5.929549401413325e-05,0.22072550470944152,1.8878122580000603,0.7028656860678386,inf
25,new_people_vaccinated,0.0018973077504333524,0.8258349459722099,1.2537852723309024,0.6938391753511818,16.532833394900546
26,new_tests,0.0009824995560174354,0.9088072076140564,1.140819695481433,0.6835364675505023,inf
27,new_tests_per_thousand,0.0008070639682086656,0.9088072076140564,1.1242741210506506,0.6779627975443052,inf
28,new_vaccinations,0.0006403405620220681,0.7766881477175602,1.1173808220250203,0.6315697701015343,17.54306028372933
29,reproduction_rate,0.012362195520623098,0.39275394801872665,1.041919589708261,0.48234524441587023,2.9917804407517385
30,hospital_beds_per_thousand,0.0,-1.156359911602678e-06,0.02596697910357748,0.008655274247888626,7.572998043911118e-05
31,female_smokers,0.0,-1.156359911602678e-06,0.014123513052324732,0.0047074522308043765,7.764282508290016e-06
32,handwashing_facilities,0.0,-1.156359911602678e-06,2.6645352591003757e-15,-3.854533029793809e-07,1.841269578549954e-05
33,gdp_per_capita,0.0,-1.156359911602678e-06,2.6645352591003757e-15,-3.854533029793809e-07,3.987447763992323e-09
34,median_age,0.0,-1.156359911602678e-06,2.6645352591003757e-15,-3.854533029793809e-07,7.234146894048786e-05
35,extreme_poverty,0.0,-1.156359911602678e-06,2.6645352591003757e-15,-3.854533029793809e-07,1.416240312596941e-05
36,life_expectancy,0.0,-1.156359911602678e-06,2.6645352591003757e-15,-3.854533029793809e-07,2.796559782465897e-05
37,cardiovasc_death_rate,0.0,-1.156359911602678e-06,2.6645352591003757e-15,-3.854533029793809e-07,8.824605954013238e-06
38,aged_70_older,0.0,-1.156359911602678e-06,0.0,-3.854533038675593e-07,5.047430312458297e-06
39,diabetes_prevalence,0.0,-1.156359911602678e-06,0.0,-3.854533038675593e-07,2.5628364769028834e-06
