,feature,permutation_importance,single_feature_impact,mutual_information_importance,combined_importance,vif
0,new_cases,1.204323367958954,0.81516074264616,0.34808126769472114,0.7891884594332783,1.2082960976026877
1,new_deaths_smoothed,0.42224259051534724,0.21784599025240947,0.2667859443570837,0.30229150837494684,15.15043072080563
2,new_tests_smoothed,0.057814641382446054,0.7626277851819646,0.0738940887571653,0.2981121717738587,161.3165146626152
3,new_tests,0.04044673180023679,0.7782700196590748,0.07545484117684254,0.29805719754538473,82.43764788621965
4,total_tests,0.0006634934193349151,0.7576887954171929,0.05998542189870015,0.27277923691174266,56061987705.72926
5,total_tests_per_thousand,0.0018976171587210989,0.7581014236608199,0.04097737027435322,0.26699213703129804,56062336645.05422
6,tests_per_case,0.010428680060831308,0.653180007689214,0.04797736640038508,0.2371953513834768,9.096662460150212
7,new_vaccinations,0.04216991485361823,0.4842077819416658,0.07386884277084249,0.2000821798553755,11.240669234590886
8,new_people_vaccinated_smoothed,0.03948454800911516,0.4904262018369139,0.03964469024755868,0.18985181336452925,17.767435918555787
9,total_vaccinations,0.002797553195419611,0.48449361269912594,0.06061600236185072,0.1826357227521321,1862745410.2428653
10,total_vaccinations_per_hundred,0.002404098691537926,0.48438094660441455,0.06033579849165971,0.18237361459587073,1862877937.9162643
11,people_fully_vaccinated,0.002725705559506952,0.4802545039970899,0.05434723733111557,0.17910914896257082,268828943.9527478
12,people_vaccinated,0.0019286184666265304,0.4861923243916526,0.04627457873739971,0.17813184053189293,641494545.582424
13,new_vaccinations_smoothed,0.009083242278923431,0.4861075162823302,0.036096025864720716,0.1770955948086581,52499335.08670934
14,people_vaccinated_per_hundred,0.0011268322415916687,0.47161755339570655,0.05366524887072277,0.17546987816934032,641604122.6117741
15,new_vaccinations_smoothed_per_million,0.012945377517912226,0.446295688385005,0.04679937506956122,0.16868014699082615,52490846.55961897
16,people_fully_vaccinated_per_hundred,0.0014571704564035003,0.4673864681791413,0.023636056027581454,0.16415989822104207,268833629.74142677
17,stringency_index,0.00986824896361591,0.38929940333443747,0.09096834073783988,0.16337866434529777,6.301847555215432
18,new_cases_smoothed,0.053243113514904516,0.26147638201955403,0.10834002769235784,0.14101984107560547,87211302.23734201
19,new_cases_smoothed_per_million,0.05358500398905637,0.25662777838474793,0.10184139817131221,0.13735139351503883,87204153.16436987
20,total_deaths_per_million,0.002510041994919954,0.2184427800469564,0.06161739710032066,0.094190073047399,4429.8657897744715
21,total_cases_per_million,0.002233187096892153,0.21850271459974313,0.061004018637101254,0.09391330677791217,2323.524805409779
