,feature,permutation_importance,single_feature_impact,mutual_information_importance,combined_importance,vif
0,new_cases,1.2084488561715059,0.81516074264616,0.37497840718079045,0.7995293353328189,1.1799085917329477
1,new_deaths_smoothed,0.40386026342983455,0.21784599025240947,0.269494144493569,0.29706679939193764,7.815626144519532
2,new_tests,0.04789947002156343,0.7782700196590748,0.05759305803465331,0.2945875159050972,79.88872844990992
3,new_tests_smoothed,0.008790880417109492,0.7626277851819646,0.0655059009307557,0.2789748555099433,119.3364337800917
4,total_tests_per_thousand,0.005676855409026116,0.7581014236608199,0.06462019571462196,0.276132824928156,54795982739.31871
5,new_people_vaccinated_smoothed,0.2872018329969195,0.4904262018369139,0.04614125621909526,0.27458976368430954,11.177028504246303
6,total_tests,0.007976596278239012,0.7576887954171929,0.05515560802592123,0.27360699990711773,54795982739.31871
7,tests_per_case,0.025126325850348775,0.653180007689214,0.01817205093933083,0.23215946149296454,6.790595701722797
8,new_vaccinations_smoothed,0.03058390496809473,0.4861075162823302,0.056390551873089834,0.1910273243745049,25.521758435208394
9,new_vaccinations,0.028324447926355377,0.4842077819416658,0.057400681850071855,0.18997763723936434,10.381846073661569
10,people_vaccinated,0.006135395138354394,0.4861923243916526,0.06159811682685845,0.1846419454522885,632407240.6633699
11,total_vaccinations,0.0066900721940193145,0.48449361269912594,0.05915851359120072,0.18344739949478198,1834828220.0687902
12,total_vaccinations_per_hundred,0.007988174379880798,0.48438094660441455,0.042354203834511495,0.1782411082729356,1834910452.5124786
13,people_vaccinated_per_hundred,0.011228622252278298,0.47161755339570655,0.04105798850478504,0.17463472138425662,632495213.5377941
14,stringency_index,0.003989900759917031,0.38929940333443747,0.09396395248634004,0.16241775219356483,5.583882635079702
