,feature,permutation_importance,single_feature_impact,mutual_information_importance,combined_importance,vif
0,new_cases,1.2074512370436234,0.81516074264616,0.3922035818837073,0.8049385205244969,1.1850401425775663
1,new_deaths_smoothed,0.39846523304015175,0.21784599025240947,0.27850097829803744,0.29827073386353287,8.206728159963738
2,new_tests,0.03016889781832659,0.7782700196590748,0.08430369231876078,0.29758086993205407,80.75591953725372
3,new_tests_smoothed,0.008554475369338132,0.7626277851819646,0.06419211595352436,0.27845812550160903,124.03477214380403
4,new_people_vaccinated_smoothed,0.2926600653697042,0.4904262018369139,0.04249293819831923,0.27519306846831243,15.49525760232925
5,total_tests,0.00630829367662602,0.7576887954171929,0.061296721868146165,0.2750979369873217,55544793475.25602
6,total_tests_per_thousand,0.003565555248652319,0.7581014236608199,0.04747745724602481,0.26971481205183234,55544793475.25602
7,tests_per_case,0.023721799041388537,0.653180007689214,0.010035421946162693,0.2289790762255884,7.150983915912765
8,new_vaccinations,0.02615686734877045,0.4842077819416658,0.06013522339389521,0.19016662422811048,10.464087685921445
9,total_vaccinations_per_hundred,0.00699408877155423,0.48438094660441455,0.0752421986047267,0.18887241132689847,1858373348.5283837
10,total_vaccinations,0.003280974343633858,0.48449361269912594,0.0776787342409948,0.1884844404279182,1858208108.668006
11,people_vaccinated_per_hundred,0.0034092747798666113,0.47161755339570655,0.08318779086892292,0.1860715396814987,638522345.4299692
12,people_vaccinated,0.007169411859443397,0.4861923243916526,0.050791704893686784,0.18138448038159427,638431873.5353757
13,new_vaccinations_smoothed,0.018223912154921407,0.4861075162823302,0.03901940947843929,0.18111694597189695,52027855.64609974
14,people_fully_vaccinated,0.0036453862366351507,0.4802545039970899,0.055045303014001234,0.1796483977492421,267825931.17156646
15,people_fully_vaccinated_per_hundred,0.0055840366135601945,0.4673864681791413,0.06251791558007991,0.1784961401242605,267858036.73772937
16,stringency_index,0.002623339646017664,0.38929940333443747,0.11731128014083492,0.16974467437376337,5.599353606112524
17,new_vaccinations_smoothed_per_million,0.014738374931803477,0.446295688385005,0.03153718746210199,0.16419041692630348,52018482.72621752
