,feature,permutation_importance,single_feature_impact,mutual_information_importance,combined_importance,vif
0,new_cases,1.1958360144343516,0.81516074264616,0.36918866763586067,0.7933951415721241,1.1313048077893813
1,new_deaths_smoothed,0.4242878169814149,0.21784599025240947,0.2795852131299057,0.30723967345457665,7.634954875793368
2,new_tests,0.057341080988648895,0.7782700196590748,0.052944141665394184,0.2961850807710393,78.53053706304158
3,total_tests_per_thousand,0.02803526054415273,0.7581014236608199,0.07055768476050073,0.2855647896551578,53818342493.50807
4,new_tests_smoothed,0.013036399059943471,0.7626277851819646,0.041990985380232715,0.27255172320738025,113.70056342363522
5,total_tests,0.011117808144571662,0.7576887954171929,0.042760867893441024,0.27052249048506855,53818664061.97938
6,new_people_vaccinated_smoothed,0.23943109108438354,0.4904262018369139,0.030615363774249893,0.25349088556518246,11.065713418027993
7,tests_per_case,0.02134463981346908,0.653180007689214,0.019247920171170385,0.23125752255795118,4.487535367290377
8,new_vaccinations_smoothed,0.043306975698294156,0.4861075162823302,0.03689107521225932,0.18876852239762787,8.637658660315397
9,total_vaccinations,0.012103877114035533,0.48449361269912594,0.048167928057086584,0.18158847262341604,335.58185202543086
10,stringency_index,0.007844778160696819,0.38929940333443747,0.08568708933693081,0.16094375694402172,5.426268358387547
