,feature,permutation_importance,single_feature_impact,mutual_information_importance,combined_importance,vif
0,new_cases,1.204663221458516,0.81516074264616,0.3956292478237189,0.8051510706427982,1.2084157442761638
1,new_tests,0.05724899805503945,0.7782700196590748,0.04591024964895052,0.29380975578768825,83.0080936946685
2,new_deaths_smoothed,0.397365634536854,0.21784599025240947,0.26373627083110307,0.29298263187345547,15.394277736086302
3,total_tests,0.0020454515296663756,0.7576887954171929,0.07454539542249083,0.2780932141231167,56374977341.23408
4,new_tests_smoothed,0.022401974291253724,0.7626277851819646,0.04548989092748723,0.27683988346690186,174.76789644515222
5,total_tests_per_thousand,0.0022651907079282775,0.7581014236608199,0.039141823990528124,0.26650281278642546,56375330187.6486
6,tests_per_case,0.008305468508518299,0.653180007689214,0.024644189759468027,0.22870988865240013,9.38008621248413
7,total_vaccinations_per_hundred,0.001745085909536015,0.48438094660441455,0.10042039822837978,0.19551547691411011,1891590003.9945734
8,new_vaccinations,0.030558646041604697,0.4842077819416658,0.06832202745794991,0.19436281848040682,11.343909137894578
9,total_vaccinations,0.0013155691712672057,0.48449361269912594,0.06249065696997924,0.18276661294679078,1891520884.9654384
10,new_people_vaccinated_smoothed,0.00903695013941086,0.4904262018369139,0.046407386723412714,0.18195684623324582,19.30258604681464
11,new_vaccinations_smoothed,0.004488940449655287,0.4861075162823302,0.04618498991206099,0.17892714888134884,52726159.030888245
12,people_vaccinated,0.0017185071673569974,0.4861923243916526,0.03636550816644224,0.17475877990848396,650927057.6551645
13,people_fully_vaccinated,0.0012896043310447025,0.4802545039970899,0.0353645290049549,0.17230287911102984,273379268.29218745
14,people_fully_vaccinated_per_hundred,0.0012428799795184188,0.4673864681791413,0.04067696696956258,0.16976877170940743,273377675.20303214
15,people_vaccinated_per_hundred,0.0016049706093006267,0.47161755339570655,0.033757949595947245,0.16899349120031815,651002755.1357207
16,new_vaccinations_smoothed_per_million,0.006720039464318717,0.446295688385005,0.0513148092822755,0.16811017904386638,52717889.19748421
17,stringency_index,0.005544728752506933,0.38929940333443747,0.06074634087735209,0.15186349098809884,36.00985525237851
18,new_cases_smoothed,0.014970564890130067,0.26147638201955403,0.1042427935810899,0.12689658016359132,87810700.17750873
19,new_cases_smoothed_per_million,0.012514225052354732,0.25662777838474793,0.0967156333105148,0.12195254558253915,87803619.4054456
20,reproduction_rate,0.05395031738379326,0.2131117228625664,0.04075908497687131,0.10260704174107699,44.756564679359926
21,total_cases_per_million,0.0020864929287987,0.21850271459974313,0.05725846939817991,0.09261589230890725,82634855548082.5
22,total_cases,0.0009494403067077606,0.21850271458806625,0.05563532135269611,0.09169582541582337,82634855548082.5
23,total_deaths_per_million,0.001405796746257626,0.2184427800469564,0.051761511905047186,0.09053669623275373,13329780463.418268
24,total_deaths,0.0014024933548971053,0.21844505826969463,0.05124749998180267,0.09036501720213147,13329090061.843409
