,feature,permutation_importance,single_feature_impact,mutual_information_importance,combined_importance,vif
0,new_cases,1.2118415820445745,0.81516074264616,0.4133177579997862,0.8134400275635069,1.1793847679458154
1,new_deaths_smoothed,0.42542245780281646,0.21784599025240947,0.2892201940178918,0.3108295473577059,7.808097584731716
2,new_tests,0.04533798542815413,0.7782700196590748,0.07555558834598308,0.2997211978110707,79.50112030088769
3,new_tests_smoothed,0.018360202034255545,0.7626277851819646,0.06096532091907303,0.2806511027117644,119.20850447351548
4,total_tests,0.005852935191514042,0.7576887954171929,0.07150225180254388,0.2783479941370836,54744361308.07984
5,total_tests_per_thousand,0.0071425486653750704,0.7581014236608199,0.05483242607014738,0.27335879946544744,54744361308.07984
6,new_people_vaccinated_smoothed,0.25508452308366986,0.4904262018369139,0.04550186841124759,0.2636708644439438,11.121693575286681
7,tests_per_case,0.02145565341589133,0.653180007689214,0.020438396006741577,0.23169135237061564,6.790554096707572
8,total_vaccinations,0.006237929604400128,0.48449361269912594,0.08918104132252846,0.1933041945420182,1834809905.6644998
9,new_vaccinations_smoothed,0.04552405993425215,0.4861075162823302,0.04605639619717916,0.1925626574712538,25.50977213721545
10,new_vaccinations,0.02508327259376746,0.4842077819416658,0.049766717216497725,0.186352590583977,10.363941114926222
11,total_vaccinations_per_hundred,0.008952420339650446,0.48438094660441455,0.05225390224101378,0.1818624230616929,1834891388.8806028
12,people_vaccinated,0.0050205844606359355,0.4861923243916526,0.05114409054739255,0.18078566646656036,1406.130307121684
13,stringency_index,0.002927543983319536,0.38929940333443747,0.0816857837192595,0.15797091034567215,5.583739605676186
